product_id,tn
20001,1259.8151438538457
20002,920.3927719760949
20003,714.9359852965449
20004,473.5516645404654
20005,376.96785145074546
20006,488.6357335909991
20007,460.25833312558456
20008,459.714533738687
20009,425.74619771393253
20010,307.76584281384106
20011,313.8259281104719
20012,385.1158154984595
20013,347.06021709173496
20014,363.89028850071867
20015,385.48886178245004
20016,341.0245622446839
20017,297.3249539120096
20018,306.56047358983
20019,369.1299989727181
20020,212.98757005073654
20021,223.54564403480208
20022,182.9074655989526
20023,227.82818909765967
20024,205.05807935687858
20025,190.68000745101713
20026,219.45634433585153
20027,204.24994901200415
20028,196.62391189790108
20029,195.71322169774015
20030,192.08385591103996
20031,169.79748532469844
20033,164.83164247324768
20035,141.74139210875603
20037,108.32088569856026
20038,133.61327364746953
20039,145.2846137033382
20041,132.54447703294352
20042,132.187716148269
20043,142.994490986139
20044,120.36587870960504
20045,159.5852823929048
20046,133.91739235461597
20047,138.88533866237586
20050,121.982200380782
20051,114.71438466998893
20052,145.5603630173374
20053,129.65527276589836
20054,105.53044407804248
20055,117.67109191249793
20056,130.6216124145078
20057,121.96428822799467
20058,110.77654021894428
20059,105.00809599648059
20061,102.65854249873631
20062,94.39343770792786
20063,103.37407356584576
20065,97.358557768271
20066,96.80021948209951
20067,104.15205404792033
20068,103.35272678858797
20069,106.96861113964671
20070,100.70583907651229
20071,89.99343361653072
20072,109.83380876460545
20073,74.25785792713434
20074,89.42047374349245
20075,100.00229454040527
20076,81.01456853033791
20077,96.42381638540348
20079,81.45520486965985
20080,74.06059708393795
20081,76.47691686388472
20082,77.02233098258435
20084,86.78792694252981
20086,57.72238511098942
20087,62.82041393871039
20090,55.33186602256667
20091,75.36638449279354
20092,52.2362706493324
20093,74.17959363695601
20094,74.25443176484444
20095,78.15460107024286
20096,63.8955406672518
20097,68.6424948732618
20099,77.10093578822176
20100,70.91728018371151
20101,67.40492408376345
20102,87.60265143488495
20103,73.09285769664066
20106,62.33779308157907
20107,75.06937552170015
20108,64.8156832171158
20109,70.55546434160689
20111,65.45632013132874
20114,61.37193400423291
20116,61.48722739958427
20117,56.66051880742462
20118,61.234062799265686
20119,61.53665641999581
20120,63.63896625142702
20121,62.57274591419059
20122,55.0558013647375
20123,54.29366279655779
20124,63.89514737733653
20125,48.0551739679256
20129,60.891988834864655
20132,59.45336701836384
20133,47.275715881670024
20134,47.958929666331116
20137,51.28122784386218
20138,48.38311919360093
20139,41.62002560790156
20140,41.02444017437142
20142,47.05060673431611
20144,51.60730891160562
20145,36.11263655273008
20146,51.022257657118246
20148,31.271277367229192
20151,56.39035692349286
20152,33.97597514407735
20153,28.90503348095316
20155,30.465198019860495
20157,28.836286410479477
20158,43.89701074949453
20160,53.19166454127137
20161,49.04071201405055
20162,15.211643306302353
20166,38.86216169008067
20167,26.459093846065898
20168,41.35729271257427
20175,46.935349021159425
20176,31.490437010644186
20177,30.832588538317612
20179,25.230491792651968
20180,32.183085904994485
20181,31.020590547104955
20182,30.927703252980407
20183,25.70059389463613
20184,29.174036590146347
20187,32.92747465321715
20188,26.45316017177743
20189,24.7529524547953
20193,27.744051691511988
20196,24.607783324281932
20197,30.87693635510727
20198,30.250357453252228
20200,30.956844605190653
20201,30.023398244884653
20205,27.796275017966686
20206,28.196256469672832
20207,29.192121975858445
20208,26.452681165345957
20209,23.211418776444987
20211,33.731611043634544
20212,19.594272220638437
20215,22.920730752004705
20216,24.289772597836777
