product_id,tn,tn_feb_2019,error_abs,error_pct
20001,1259.8151438538457,1259.09363,0.7215138538456358,0.057304225567850406
20002,920.3927719760948,1043.01349,122.62071802390528,11.756388503077297
20003,714.9359852965449,758.3265700000001,43.39058470345515,5.721886377191708
20004,473.5516645404654,441.70332,31.848344540465405,7.210347556469669
20005,376.96785145074546,409.8995,32.93164854925453,8.034078731312073
20006,488.6357335909991,479.99914,8.636593590999098,1.7992935551924316
20007,460.25833312558456,368.79546,91.46287312558457,24.800433586027488
20008,459.714533738687,476.98787,17.273336261312977,3.621336588981388
20009,425.7461977139326,366.72969,59.01650771393258,16.092645161599155
20010,307.76584281384106,337.76009,29.99424718615893,8.880340831907919
20011,313.8259281104719,431.62938,117.8034518895281,27.29273245707419
20012,385.1158154984595,330.26012000000003,54.855695498459454,16.609845444996342
20013,347.06021709173496,377.10855,30.048332908265024,7.96808582257417
20014,363.89028850071867,332.43756,31.45272850071865,9.46124394028119
20015,385.4888617824501,424.16407,38.67520821754988,9.11798309968826
20016,341.0245622446839,292.64508,48.37948224468391,16.531794159903153
20017,297.3249539120096,308.7106,11.38564608799038,3.688129299088007
20018,306.56047358983,265.84135,40.71912358983002,15.317076741383545
20019,369.1299989727181,323.66178,45.46821897271809,14.048065537030071
20020,212.98757005073657,210.74725,2.240320050736557,1.063036433802366
20021,223.54564403480208,219.88515,3.6604940348020705,1.664729989634166
20022,182.9074655989526,238.353,55.44553440104741,23.261941071036407
20023,227.82818909765967,175.61817,52.21001909765968,29.729280915328797
20024,205.05807935687855,212.08824,7.030160643121462,3.314733831126828
20025,190.68000745101713,224.88102,34.201012548982874,15.208492272483856
20026,219.45634433585153,263.67957,44.22322566414849,16.771578345697577
20027,204.24994901200415,241.8596,37.60965098799585,15.550199780366727
20028,196.62391189790108,277.49358,80.86966810209893,29.14289696435461
20029,195.71322169774015,198.8713,3.158078302259838,1.5880010349707767
20030,192.08385591103996,114.7146,77.36925591103996,67.44499471823111
20031,169.79748532469844,159.71151,10.085975324698438,6.315121136039875
20033,164.83164247324768,132.55515,32.276492473247686,24.349482063313033
20035,141.74139210875603,147.80444,6.0630478912439685,4.102074261939607
20037,108.32088569856026,212.89111,104.57022430143974,49.11911272454718
20038,133.61327364746953,215.67432,82.06104635253047,38.048593987698894
20039,145.2846137033382,156.62559,11.340976296661779,7.240819521677
20041,132.54447703294352,142.4668,9.922322967056488,6.96465630382411
20042,132.187716148269,107.68438,24.503336148269,22.75477292831978
20043,142.994490986139,118.73971,24.254780986138996,20.426848765370064
20044,120.36587870960504,173.56001,53.194131290394964,30.648840876648347
20045,159.5852823929048,148.1163,11.468982392904792,7.743227715588893
20046,133.91739235461597,157.39975,23.48235764538404,14.918929442635099
20047,138.88533866237586,161.48385,22.59851133762413,13.99428570573722
20050,121.982200380782,138.53546,16.553259619217997,11.948752773634993
20051,114.71438466998892,133.21935,18.504965330011075,13.89059872309171
20052,145.5603630173374,84.48314,61.0772230173374,72.2951621084839
20053,129.65527276589836,144.51834,14.863067234101635,10.284554357669508
20054,105.53044407804248,127.84587,22.315425921957527,17.45494470956123
20055,117.67109191249791,130.68292,13.011828087502082,9.956793196465217
20056,130.6216124145078,134.23956,3.617947585492203,2.6951426133192053
20057,121.96428822799469,113.75512,8.209168227994681,7.216526366456895
20058,110.77654021894428,107.77382,3.002720218944276,2.786131380463526
20059,105.0080959964806,155.46707,50.4589740035194,32.456374204208906
20061,102.65854249873632,123.7593,21.100757501263672,17.04983585174098
20062,94.39343770792786,120.62381,26.230372292072147,21.745600882671624
20063,103.37407356584576,100.61749,2.7565835658457587,2.739666399793673
20065,97.358557768271,137.95236,40.593802231729,29.42595707078081
20066,96.80021948209952,90.85437,5.9458494820995185,6.544373685161779
20067,104.15205404792032,96.35806,7.793994047920322,8.088575099914134
20068,103.35272678858796,120.62121,17.268483211412047,14.316290817686248
20069,106.96861113964673,126.80309,19.834478860353272,15.641952306014998
20070,100.70583907651228,125.57226,24.866420923487723,19.80247940388086
20071,89.99343361653072,137.71438,47.72094638346928,34.65211576559346
20072,109.83380876460544,145.17594,35.34213123539456,24.344344686450498
20073,74.25785792713434,110.29313,36.035272072865666,32.67227258204175
20074,89.42047374349245,59.26363,30.156843743492452,50.88592066245765
20075,100.00229454040527,171.57883,71.57653545959474,41.71641423338458
20076,81.01456853033791,131.93002,50.9154514696621,38.59277173585064
20077,96.42381638540348,135.97759,39.55377361459651,29.08845024727715
20079,81.45520486965985,67.55935,13.895854869659857,20.568366731858518
20080,74.06059708393795,132.30495,58.24435291606204,44.022807095321866
20081,76.47691686388472,98.55027,22.073353136115273,22.39806459801203
20082,77.02233098258435,77.25028,0.22794901741565354,0.29507856465459226
20084,86.78792694252981,86.41558,0.37234694252980205,0.4308794114785806
20086,57.72238511098942,58.26781,0.545424889010576,0.9360655377481597
20087,62.82041393871039,80.65929,17.83887606128961,22.116331623164065
20090,55.33186602256667,100.15483,44.82296397743333,44.75367186728122
20091,75.36638449279354,109.90764,34.54125550720646,31.427529066411086
20092,52.2362706493324,65.67560999999999,13.439339350667595,20.46321206710923
20093,74.17959363695601,84.14406,9.964466363043982,11.842150667609792
20094,74.25443176484444,133.57225,59.317818235155556,44.408788678153996
20095,78.15460107024286,53.28969,24.86491107024286,46.659890628455265
20096,63.8955406672518,72.64453999999999,8.748999332748191,12.043574551849584
20097,68.6424948732618,74.25086,5.608365126738207,7.553266220402305
20099,77.10093578822176,92.22006,15.119124211778242,16.39461545761111
20100,70.91728018371151,82.18832,11.271039816288493,13.713675880330067
20101,67.40492408376345,76.87953,9.474605916236555,12.323964410600006
20102,87.60265143488495,44.31548,43.28717143488495,97.67957254414247
20103,73.09285769664066,90.35021,17.25735230335934,19.10051155759277
20106,62.33779308157907,73.19403,10.856236918420926,14.832134421920648
20107,75.06937552170015,94.17974,19.110364478299843,20.291375276996774
20108,64.8156832171158,60.32214,4.493543217115807,7.449243705736911
20109,70.55546434160689,80.42684,9.871375658393106,12.273733070195355
20111,65.45632013132874,73.04949,7.593169868671268,10.394555620677526
20114,61.37193400423291,55.61829,5.7536440042329104,10.344877564975317
20116,61.48722739958427,77.20114,15.713912600415725,20.354508496138433
20117,56.66051880742462,58.2985,1.6379811925753742,2.8096455184530895
20118,61.234062799265686,83.8219,22.587837200734313,26.947417322602224
20119,61.53665641999581,72.77644,11.239783580004186,15.444261329633857
20120,63.63896625142702,34.16321,29.475756251427022,86.27923503507728
20121,62.57274591419059,76.94741,14.374664085809414,18.681153902138373
20122,55.0558013647375,65.876,10.820198635262507,16.425099634559636
20123,54.29366279655779,63.45612,9.162457203442209,14.439044182723762
20124,63.89514737733653,56.08653,7.808617377336525,13.922446935719726
20125,48.0551739679256,66.39632999999999,18.341156032074394,27.62374973447237
20129,60.891988834864655,54.03926,6.8527288348646564,12.681019012593172
20132,59.45336701836384,39.59476,19.85860701836384,50.154634144426794
20133,47.275715881670024,54.70101,7.4252941183299725,13.57432727170846
20134,47.95892966633112,46.52739,1.4315396663311262,3.0767676122196543
20137,51.28122784386218,59.59767,8.316442156137818,13.954307536079543
20138,48.38311919360093,53.80157,5.418450806399065,10.071176001739476
20139,41.62002560790156,51.29397,9.673944392098441,18.85980826225469
20140,41.02444017437142,60.37668,19.35223982562858,32.05250740124926
