product_id,tn,tn_dic_2019
20001,1481.7878536998228,1504.68856
20002,1249.9321034295926,1087.30855
20003,954.479523463726,892.50129
20004,806.5697055956826,637.90002
20005,743.411579430857,593.24443
20006,456.8604789633576,417.23228
20007,407.6109369795332,390.43432
20008,418.0179919180104,195.36854
20009,519.9727475842496,495.03574000000003
20010,389.9546108507892,359.59998
20011,400.0283973082357,392.3829
20012,339.3108693822701,173.13004
20013,414.5176145356006,318.09141
20014,427.01630289535535,272.02812
20015,409.9793779639849,297.27663
20016,304.5818420775614,273.20202
20017,273.074643167294,216.90773
20018,274.99446850887966,141.63569999999999
20019,421.3551664944756,351.54708
20020,256.19756015336554,266.06358
20021,256.3088862040164,203.76721
20022,246.0254831911928,210.8346
20023,305.82860228948573,181.13277
20024,210.98109089581584,270.45018
20025,196.7647931780596,241.83432000000002
20026,260.16948440004575,235.10419
20027,232.39553529545097,155.25876
20028,185.03094239837876,109.92618
20029,168.05241109673108,150.64869
20030,154.53949522248547,102.7572
20031,154.28180103335478,139.91577
20033,189.8056944078022,96.76212
20035,156.21599544614094,179.97912
20037,113.7188644695304,63.37274
20038,161.08660498438,157.68477000000001
20039,157.8818430668679,128.40394
20041,143.4866603998126,113.11379
20042,161.9624832763892,124.20086
20043,138.41945415316275,93.77222
20044,151.21509862493582,59.61747
20045,158.96469568093954,149.89961
20046,159.79031599798356,149.9563
20047,149.2410831560238,71.49763
20050,123.1638505386272,117.02742
20051,137.28216659127622,132.46038000000001
20052,148.1541600143653,95.51068
20053,144.8658317257966,146.36584
20054,121.25108975823592,121.2091
20055,111.21544076523172,65.85747
20056,119.07605684829026,63.7182
20057,132.9348857609594,141.36774
20058,113.77962766891436,117.82985
20059,125.61750497754804,111.51138999999999
20061,125.54556802126356,106.44895
20062,98.31797631776789,90.97637
20063,115.49020886508411,103.52372
20065,122.84580220708855,77.98518
20066,93.47861020222074,119.28134
20067,94.8735037225366,88.49566
20068,107.07107971336087,92.92737
20069,119.55279444876464,136.63984
20070,110.39480641350283,68.44316
20071,109.47899255546604,104.77091
20072,101.24558511001143,32.2686
20073,95.05061426055624,122.47019
20074,82.97086365500118,98.07553
20075,116.200303448318,105.42961
20076,95.4503334356512,68.45922
20077,93.43920852571708,34.58847
20079,60.71559013116434,27.68496
20080,96.82832868862651,8.84426
20081,92.15283868620116,94.25871
20082,69.35650805073709,78.87082
20084,137.17102409233811,94.68236
20086,61.25393403614492,42.51979
20087,66.15602242884557,89.63008
20090,48.58593426261014,35.97712
20091,86.84050144968062,92.24345
20092,63.62166958300468,47.45286
20093,82.71000570535807,73.28412
20094,87.75152701465103,59.12954
20095,93.4497680411318,28.52853
20096,71.37861840166215,44.24611
20097,71.7381573292412,55.29078
20099,68.30506098531143,57.827130000000004
20100,102.51502740993443,1.3792
20101,79.55519874823764,72.80091
20102,54.8283043860317,19.17797
20103,71.35776071800747,63.99622
20106,75.86289487286399,74.51262
20107,90.7214258576836,86.05666
20108,73.34336815262175,58.34718
20109,59.29952757349975,61.8432
20111,73.98878121184927,93.88818
20114,61.61104429711109,44.16048
20116,102.72291495227908,118.60205
20117,51.8967901234985,36.0325
20118,75.6042244857785,61.15123
20119,105.2558082378208,36.26867
20120,74.59028319591505,72.21068
20121,100.7008906274425,78.96685000000001
20122,68.5922136623206,64.62255
20123,65.35707173186347,59.148179999999996
20124,53.99112666585064,38.10841
20125,68.01860513351816,47.559329999999996
20129,60.260939127224376,52.92339
20132,66.79336241154184,40.09161
20133,60.25709450896384,30.835350000000002
20134,61.87658194600512,49.98357
20137,51.947076316526896,37.55127
20138,38.907037637784704,28.33495
20139,57.30057737997842,53.48889
20140,57.773138344223085,58.149
20142,39.27266146299563,35.89411
20144,47.88841644049143,41.30604
20145,49.83883024557872,65.41274
20146,57.120674044823645,30.472260000000002
20148,43.494304239660615,57.163380000000004
20151,47.69842946437028,44.81184
20152,31.63974017825615,23.926669999999998
20153,41.24596309990764,48.78881
20155,39.37233439918896,61.25175
20157,37.58422119340068,55.77624
20158,63.4461514490886,55.02588
20160,53.267604481114034,43.18815
20161,54.76734001243439,34.9225
20162,35.64225442979879,51.43634
20166,42.722252626707714,33.52579
20167,37.560383440697024,43.851729999999996
20168,34.326580999564385,15.155560000000001
20175,47.1761781760194,19.70895
20176,32.279339943560124,23.87612
20177,32.568084784828955,24.51696
20179,34.751860423213095,39.70194
20180,39.83275555794759,36.95611
20181,35.029857984117456,33.36284
20182,34.72628164367921,20.87961
20183,26.405189185812336,20.47573
20184,33.5353580600656,26.13296
20187,34.49108022923524,19.99026
20188,31.903131452816496,22.88825
20189,31.78877327992864,32.59489
20192,31.797303649204025,21.45354
20193,32.150952896799105,24.92724
20196,35.06935625413749,35.180600000000005
20197,28.35073802829333,27.90918
20198,34.082776379500075,22.40804
20200,33.99925458594672,20.87857
20201,30.83281578094783,26.166990000000002
20205,30.598009794529712,29.13191
20206,31.4987812418211,23.43432
20207,27.817405435339573,18.51692
20208,29.415177154701176,20.14227
20209,26.925444682409275,16.08116
20211,27.69998525361891,16.10922
20212,28.2320400478602,22.494790000000002
20215,27.881560018614188,23.14009
20216,22.454474393049075,9.20284
20219,21.706052307310152,23.10671
20220,24.74479699904404,19.46485
20222,22.100747919412484,21.01334
20224,34.03915731123061,21.26943
20225,19.94216649195259,16.66252
20226,21.703178142461987,11.32801
20227,42.7044852056667,38.712650000000004
20228,14.69769815070335,5.0385100000000005
20230,17.722297234116468,18.17921
20231,22.941273206809328,21.31542
20232,41.38165176097295,28.2828
20233,20.49894745080108,35.59532
20234,6.984335752597737,4.84796
20235,32.39154726544845,32.13552
20238,19.923044788352016,16.61631
20239,17.162341236737042,20.10279
20240,22.91485544832377,19.51977
20241,23.4107191813916,12.8158
20242,17.970671607992646,4.03604
20244,18.461224907224995,26.46154
20246,20.222447581997244,24.60939
20249,13.048248901043705,8.00053
20251,20.15469377147328,14.79641
20252,21.93735986250724,12.20597
20253,17.735874111483632,15.26885
20254,22.678670928275256,17.46847
20255,19.03697498043376,12.15816
20256,18.477394927824857,17.63436
20259,14.960175706772272,12.43223
20263,21.054050671069096,20.855059999999998
20264,21.493222924015843,16.582530000000002
20265,4.464372672519423,4.57848
20267,21.103879428814672,18.01748
20268,19.836185622153,11.99271
20269,17.313220190787238,19.13008
20270,21.624698357346432,6.778370000000001
20271,16.605532452156567,8.34905
20272,17.785434636102586,12.66437
20273,16.096341587873532,12.4634
20275,19.37007216163072,14.93964
20276,19.285300385343096,18.62694
20277,19.96634307933082,9.61208
20278,11.121895413234816,6.27424
20280,15.757938627509237,17.02489
20281,16.121930832319894,9.81001
20282,17.82761510992416,12.8247
20283,15.44701999692167,12.82352
20284,18.272148861839103,11.79748
20285,15.409920183153911,4.3322
20288,14.295639406486128,21.12175
20289,19.682009992175967,10.01
20290,18.900696387359535,21.56585
20291,18.844078808039438,9.75289
20292,15.820282501725789,9.80518
20295,20.431535891520884,6.04878
20296,16.43235084965199,18.64666
20299,24.043298741119838,10.61151
20300,16.79728598991831,17.14787
20301,15.852147235842866,8.31315
20302,3.1125040456522526,2.35687
20303,18.404422048932663,18.3878
20304,12.260871519632108,5.88588
20305,4.421198887546431,2.56676
20307,17.940280413035683,13.525310000000001
20309,15.13583726156266,8.112119999999999
20310,15.85477517113324,9.749849999999999
20311,19.25997389679945,18.16724
20313,19.102749124288607,27.15804
20314,15.953117028513812,18.852050000000002
20315,14.94667414599496,16.64451
20316,23.830169064921957,27.23436
20317,16.06485608140256,14.823310000000001
20320,15.259564657525791,13.48012
20321,23.632616068836697,27.62797
20322,15.387083178636315,5.57864
20324,14.355737207626632,10.957410000000001
20325,9.357357361133838,5.26778
20326,15.977897753726673,15.6484
20327,11.79312558975744,11.90046
20328,19.63840340743244,9.333870000000001
20329,12.053843958055303,11.05355
20330,14.262511858911347,13.79536
20332,13.276417491841556,12.96845
20335,14.385489247783974,11.7811
20336,14.265172770194829,8.61019
20338,14.023456371601974,8.13739
20341,9.312386592982351,8.46183
20342,15.896579164745738,11.97748
20346,12.900639856985164,14.96339
20349,13.138433822668937,17.46373
20350,3.1286913902280045,1.23931
20352,16.460795550341725,17.35029
20353,12.304793558636824,6.63564
20354,13.469392068992272,12.29584
20356,12.419291831189677,13.82404
20357,12.965143319956464,18.325
20358,12.020099323163292,10.92
20359,12.377856519670068,14.16642
20361,14.843287597738628,13.57393
20362,11.089949799315036,6.61718
20365,12.00903247738734,10.90371
20366,11.91039531557216,10.34722
20367,11.80657954438171,9.55006
20372,10.705909607827031,4.66326
20375,11.47276279326692,4.38548
20379,11.323047541968428,6.4533
20380,13.640574881426154,14.64208
20381,14.467658971981333,18.21145
20382,12.42335783731707,9.3097
20383,9.980243600739204,7.43444
20384,14.07876413129509,7.21169
20385,10.799476179189408,7.4722
20386,12.513322413995148,11.22573
20388,12.798563298586428,6.6502799999999995
20396,10.768333780639637,5.93867
20398,2.423989766476926,1.0473
20400,10.841129484787505,9.74484
20401,9.27095355530378,9.16454
20404,9.830613236309564,9.25704
20406,12.842764858138484,10.276150000000001
20407,9.830039926393065,6.63483
20409,6.355067829866772,2.40926
20410,9.94433343176281,10.14597
20411,8.406262105549065,9.12526
20416,1.2941414511417366,0.8585
20418,1.353035874745169,0.5267000000000001
20419,9.434731349338144,13.59539
20421,10.486191007746234,11.95817
20422,0.8645921043690787,0.92601
20424,9.410336814947543,5.42003
20426,7.624045490067469,8.05316
20428,2.229830914050199,1.65654
20429,1.1323324181442451,0.9946900000000001
20432,9.061077946003223,5.4624
