product_id,tn,tn_feb_2019
20001,1217.8543396374785,1259.09363
20002,886.5399583668838,1043.01349
20003,693.8522827705448,758.3265700000001
20004,468.91681787900393,441.70332
20005,357.1987435263477,409.8995
20006,472.2056971739888,479.99914
20007,447.0567731193023,368.79546
20008,450.1818010099935,476.98787
20009,416.953076879145,366.72969
20010,293.5986839963531,337.76009
20011,330.8962423580805,431.62938
20012,373.7329490250814,330.26012000000003
20013,340.02080332696397,377.10855
20014,361.8622809378863,332.43756
20015,381.9981547451323,424.16407
20016,306.3666551057129,292.64508
20017,288.91942711129445,308.7106
20018,320.8731246441981,265.84135
20019,348.58174374028863,323.66178
20020,210.7648677634402,210.74725
20021,218.4904488394987,219.88515
20022,256.12021136404735,238.353
20023,220.6433253223264,175.61817
20024,199.25588422051325,212.08824
20025,170.58621079844616,224.88102
20026,209.00144102449764,263.67957
20027,198.6165292631185,241.8596
20028,200.54375376831163,277.49358
20029,183.7049165229677,198.8713
20030,186.38051402937555,114.7146
20031,159.85916510811904,159.71151
20033,156.69711273575302,132.55515
20035,136.67263118508464,147.80444
20037,107.36127663879394,212.89111
20038,129.08591787718802,215.67432
20039,139.44739729641765,156.62559
20041,125.75136731520182,142.4668
20042,130.6053402646349,107.68438
20043,138.86643049323243,118.73971
20044,113.77076725311414,173.56001
20045,153.21026274721626,148.1163
20046,130.2707646568202,157.39975
20047,138.38145167936904,161.48385
20050,110.436931274136,138.53546
20051,118.3981361135281,133.21935
20052,149.59532615289766,84.48314
20053,126.85840924406632,144.51834
20054,100.00547284903156,127.84587
20055,115.20725004991536,130.68292
20056,112.74748925249024,134.23956
20057,120.9646905735102,113.75512
20058,108.59469822570776,107.77382
20059,106.63268502398438,155.46707
20061,101.85618281855928,123.7593
20062,88.16333350981743,120.62381
20063,99.90058892078476,100.61749
20065,96.30120743937364,137.95236
20066,94.71600891595324,90.85437
20067,103.61816380406414,96.35806
20068,100.93827106827638,120.62121
20069,106.18275546341472,126.80309
20070,95.76168802218018,125.57226
20071,86.3503114421422,137.71438
20072,107.5715581586952,145.17594
20073,72.07845028481799,110.29313
20074,83.61233694365235,59.26363
20075,108.19753523178872,171.57883
20076,81.18296549101291,131.93002
20077,85.29572514870198,135.97759
20079,75.46603991334025,67.55935
20080,76.81612985109348,132.30495
20081,76.91088031441325,98.55027
20082,75.88674214123265,77.25028
20084,96.42227940707302,86.41558
20086,53.44755961721137,58.267810000000004
20087,58.319972303476426,80.65929
20090,52.29591720612848,100.15483
20091,70.60729828748535,109.90764
20092,53.718423680270526,65.67560999999999
20093,75.34259748715414,84.14406
20094,79.05107459227756,133.57225
20095,74.16405635613472,53.28969
20096,59.847357640135634,72.64453999999999
20097,77.38957241728298,74.25086
20099,75.78863914808349,92.22006
20100,71.43177782536404,82.18832
20101,67.74180350837945,76.87953
20102,81.78902868998536,44.31548
20103,69.44015547396782,90.35021
20106,63.73995458893175,73.19403
20107,73.10618133064534,94.17974
20108,67.25522931039606,60.32214
20109,69.45507205991319,80.42684
20111,65.68429398724174,73.04949
20114,63.073460797944875,55.61829
20116,66.24541190356581,77.20114
20117,54.28336492206177,58.298500000000004
20118,62.8486836692608,83.8219
20119,58.625675740054525,72.77644
20120,65.62506445694146,34.16321
20121,65.8626727494873,76.94741
20122,54.915462401315374,65.876
20123,57.29797926864556,63.45612
20124,63.31517338048096,56.08653
20125,49.38836253503581,66.39632999999999
20129,62.75154611883789,54.03926
20132,59.25574685989637,39.59476
20133,46.291539512410075,54.70101
20134,48.19409661187866,46.52739
20137,49.76588403322822,59.59767
20138,46.01165673790589,53.80157
20139,43.171812295641544,51.29397
20140,43.04233130955878,60.37668
20142,43.83531570218818,68.36055
20144,48.81961925365628,77.01571
20145,35.1878070832864,35.63662
20146,53.054857368484974,34.12773
20148,33.090261826032446,59.00435
20151,55.7634984861952,39.09263
20152,36.06749831014676,70.75087
20153,27.66391211305331,37.35696
20155,30.924950311042956,46.75449
20157,27.129246267312215,41.03748
20158,42.7558389824273,48.22272
20160,53.16187257940973,59.51869
20161,45.93898448002659,69.34027
20162,15.409632627747804,27.02355
20166,35.694178894886946,58.60775
20167,26.052672995210234,39.99231
20168,36.58351642424181,24.20983
20175,45.80099606692519,47.3684
20176,30.08845565510756,35.57002
20177,30.522993050794,34.17114
20179,24.299291453175453,38.04
20180,32.44394051005955,30.57289
20181,30.952050834861655,31.23142
20182,30.34519873582262,43.50666
20183,26.042291182326732,27.13121
20184,29.909731361470136,17.5324
20187,34.792527877329505,33.64676
20188,26.12523535972934,34.46414
20189,23.00973226646227,17.94013
20192,28.457736211306965,65.40611
20193,30.11068823837904,31.87034
20196,25.22267040365451,36.7276
20197,28.72652901045105,51.01845
20198,29.541989348944497,41.26625
20200,30.36163072076416,40.51796
20201,27.302520071807045,34.10045
20205,25.466289687307736,36.04016
20206,27.28448313996325,47.21808
20207,28.536422078850705,23.217290000000002
20208,26.74884112794461,45.41673
20209,22.407260484463503,41.9452
20211,32.77747762152927,28.33532
20212,18.289758024043444,20.016939999999998
20215,22.38606509966648,31.326529999999998
20216,23.638744933749187,30.29756
20219,23.70574493325941,26.9406
20220,26.49343282865981,21.87454
20222,21.96749945502048,16.54349
20224,27.924335420432808,26.03601
20225,15.30339002145691,22.62316
20226,20.442591554965347,25.03041
20227,20.437325164810385,25.23003
20228,19.617341206278176,20.19986
20230,13.883590748798284,21.89148
20231,22.98584269422981,21.33009
20232,22.94166490024753,19.31202
20233,16.082755457761635,26.28449
20234,12.727316731938002,17.78422
20235,15.665228771217922,24.20637
20238,19.694656786871946,13.97367
20239,10.00721175991907,19.29352
20240,22.415242154665258,25.56989
20241,20.99508419837253,24.10808
20242,18.57181601652812,17.55936
20244,12.79988125152052,10.3222
20246,19.16370079236192,21.63634
20249,15.908024178254326,21.94324
20251,16.29991749792433,16.699180000000002
20252,16.237933701424424,23.2244
20253,14.18457298023668,20.55159
20254,16.893158415763416,27.04719
20255,26.810761326250272,27.37396
20256,16.31053575027859,11.33811
20259,15.135639438456897,26.441300000000002
20263,19.273093287757227,21.38366
20264,18.105509808309193,18.36368
20265,8.70702749889384,15.77647
20267,18.33156386705899,19.31403
20268,17.041229227906562,16.45257
20269,16.238693769102035,18.7047
20270,17.208030303690457,26.72587
20271,12.41083823050944,24.73173
20272,18.170735076989743,13.97718
20273,16.838470965867717,17.49516
20275,16.12818098326362,21.08454
20276,17.35140257973104,20.89634
20277,16.14316499009976,25.228959999999997
20278,13.62852963172041,25.70271
20280,12.90166064607449,16.74057
20281,12.704932319521316,22.87154
20282,12.0688399105448,16.02861
20283,14.307406013916864,17.35617
20284,16.72142646284302,13.78775
20285,13.365379038116862,30.49969
20288,12.925532965056084,13.65936
20289,15.02085357657742,15.3153
20290,13.14648919580146,14.37426
20291,16.450123188491347,18.783260000000002
20292,14.707552990975952,9.00013
20295,16.599888993337945,13.88661
20296,16.658276138963828,21.13616
20299,17.12509532020318,14.155050000000001
20300,14.671041683853558,20.25066
20301,12.55970412238427,16.26414
20302,7.803470938583568,13.02894
20303,14.427977742690365,11.85021
20304,11.21826274395028,24.843
20305,7.863546276703525,12.63392
20307,15.935690580004612,17.09095
20309,13.37985000798947,17.65043
20310,15.489484954319323,16.20892
20311,17.08179467920166,23.37153
20313,12.672104934508464,25.20882
20314,14.564908516742554,17.906109999999998
20315,12.370121919238112,15.416500000000001
20316,8.587972665260281,18.03367
20317,16.31078888443617,13.51003
20320,13.696842172778116,15.73572
20321,11.789522422868515,12.98924
20322,16.69277884491204,17.30799
20324,13.253552999886542,10.13808
20325,13.174076413970049,5.41632
20326,15.13289836673889,16.95469
20327,10.759295598323568,11.66759
20328,16.64864628719706,11.826360000000001
20329,11.808237879742602,8.64001
20330,13.079693907881133,13.41009
20332,9.986186085126937,16.2943
20335,14.038698546250542,10.03792
20336,12.15598064543864,19.558130000000002
20338,12.15082921806956,13.448920000000001
20341,10.595228631496854,12.94017
20342,14.271946153811983,17.73041
20346,12.69591323007782,10.66034
20349,10.859654939328207,10.78668
20350,6.977965438711717,11.41023
20352,11.220541217611183,13.09318
20353,14.655025667882352,15.3839
20354,11.988860422236971,14.3027
20356,8.719964402697839,14.93651
20357,9.79259769173845,14.977640000000001
20358,10.054621079821862,20.08188
20359,10.33347227229689,12.64805
20361,8.371760001115554,14.46679
20362,18.848443373886923,7.54131
20365,12.359409336894428,16.2535
20366,13.16988186096632,18.89931
20367,13.440326426517268,13.20106
20372,10.676469246972452,11.62194
20375,13.353445772963086,9.679549999999999
20379,11.789639087587007,10.87623
20380,9.096908787021892,10.99963
20381,9.26657251493388,11.2357
20382,12.839320768316686,6.54897
20383,8.991494055657721,11.08881
20384,12.654556367312962,12.40461
20385,11.406397478107367,8.72611
20386,12.428028852941894,13.43599
20388,9.696349586653714,15.36444
20396,9.918510767946948,9.68895
20398,6.037369735335033,7.94895
20400,9.189558129924656,15.29005
20401,10.242897020023769,13.2978
20404,11.716813707951523,9.35842
20406,12.108688072904458,10.92466
20407,8.764720998971558,11.76708
20409,8.837259603851148,7.02296
20410,9.240333667154273,6.83347
20411,8.485354950191379,13.76625
20416,4.625849013583247,5.1232999999999995
20418,4.1929861409129545,3.2324800000000002
20419,8.644168221923863,10.23178
20421,6.425069537108341,8.865400000000001
20422,3.995544738501057,4.93691
20424,8.371858465415887,11.86602
20426,5.030792802352117,4.6008
20428,4.7333542809767915,3.40589
20429,4.022825700355971,3.89669
20432,8.638155307856751,12.89701
20433,8.741106684402805,8.24182
20434,7.510468393781873,18.378339999999998
20438,8.333992538365885,7.72006
20443,9.56833432566091,7.60084
20449,3.6550902463613935,3.5634
20450,9.119567140947945,15.92221
20456,10.43060028216641,6.76306
20463,5.635483751723345,8.61774
20464,7.685923214178365,2.5754
20465,7.858467382081807,8.96824
20466,8.815842170388795,11.43789
20469,8.12400112299791,7.50006
20470,7.867834544518331,8.26956
20473,5.00144895641588,8.2679
20474,6.517927684529216,4.11877
20480,7.585356749232483,5.30535
20482,7.111442866247016,7.50171
20483,7.344459600213521,7.93836
20484,6.772666009232297,1.26038
20490,2.8513736028459125,2.07923
20497,7.021275512516107,7.58228
20500,6.785494730282864,7.73819
20502,6.768030873089159,6.97668
20505,7.4848043076474,6.52794
20509,2.864958775886977,2.10644
20517,4.496494378486965,4.84848
20520,6.593742820134244,7.28364
20524,7.621647754859823,6.41273
20530,6.300777447250688,6.75681
20532,6.445189683579508,6.87043
20536,6.22332353414934,7.1705499999999995
20538,4.678978701307678,7.034590000000001
20539,6.312467100282457,6.83548
20549,3.332987562944107,5.0154
20551,5.8884524299942695,4.99597
20555,5.515748013686337,10.15006
20560,5.779911020232137,5.86679
20561,1.9447493215129976,1.75512
20563,3.8534512405172054,4.71455
20565,4.985757949675581,10.16658
20568,3.779248389809214,3.44799
20570,4.266265692558203,5.87959
20572,4.482540112583211,5.06035
20579,5.973131223179694,5.42743
20583,5.421718337450104,5.37587
20585,3.489794604719119,4.54206
20586,2.6648512246607674,3.54777
20596,4.824631149526146,4.61126
20597,1.8246147472840968,1.98071
20599,5.118290877567427,6.38425
20600,4.640021918805966,5.9046899999999996
20601,2.372785343530337,2.23134
20602,4.153248501665565,4.17014
20605,4.802669929744042,4.35893
20606,4.826394358571777,4.63459
20609,5.0802870737079875,4.91131
20612,3.12577918637363,4.30324
20614,4.177165691382276,4.93034
20617,4.2407844003811395,3.39602
20622,4.01345554048072,4.7757
20628,3.521780857699924,1.6739
20629,3.602498536468998,3.66435
20632,4.032404764911677,3.85105
20636,2.0410290082537883,2.05325
20637,4.393693498639119,4.66338
20639,3.732512924180603,4.75453
20640,4.7728884635160655,5.1107700000000005
20641,3.390837719671131,3.35708
20642,4.038869039970211,3.24576
