product_id,tn
20001,1188.0895068481907
20001,1247.7216544830758
20002,877.5675681644499
20002,923.6643702213835
20003,641.7562321595854
20003,661.9744863236176
20004,418.64832746062797
20004,437.9226295103381
20005,326.2726022437886
20005,334.49817791952825
20006,413.02808374853055
20006,464.6895285151011
20007,401.980808800894
20007,431.55611396161964
20008,390.6955503489455
20008,437.6647411487875
20009,383.00282642763796
20009,440.4271118149809
20010,249.28758286557817
20010,272.3652557700185
20011,249.59387514093675
20011,300.7190668450861
20012,320.9271543263855
20012,366.8037795752532
20013,302.52208235455737
20013,329.9769887778975
20014,325.6028855218546
20014,373.5987631445221
20015,352.1478238051296
20015,378.4459643393706
20016,281.10907112862384
20016,306.1538395185245
20017,246.130206223877
20017,281.999775204377
20018,261.42002584566524
20018,303.7190503516173
20019,293.28022441110744
20019,341.5605641974113
20020,170.68251169893023
20020,201.90897852244262
20021,197.43411545874173
20021,211.0584984311734
20022,142.6197297853669
20022,181.48279997977716
20023,201.0851336215861
20023,214.59301292469564
20024,176.5766822125979
20024,194.617817701989
20025,155.48105636937063
20025,162.55997691684578
20026,200.63049692231812
20026,215.62534919490832
20027,174.57096730775234
20027,207.54140750740086
20028,169.05325836872993
20028,184.1164028608961
20029,154.46051692168118
20029,176.6188232736983
20030,144.44395921033555
20030,176.9800626192627
20031,143.63587955969444
20031,158.61155706407462
20033,146.72753748949808
20033,146.68980329981528
20035,121.5633707897479
20035,129.28106310853454
20037,77.8634830848273
20037,108.80165650164437
20038,109.14453604930429
20038,121.96560363155604
20039,122.19089033724767
20039,136.01534801115963
20041,107.52375680683261
20041,115.01166589318427
20042,117.39141953105621
20042,134.90104200204033
20043,129.97872578741428
20043,140.71148203350478
20044,107.24247917925916
20044,117.42501064835298
20045,138.22433111514493
20045,150.508850090081
20046,116.42309794086678
20046,124.18215385307818
20047,120.22296474823776
20047,133.54836583731276
20050,97.35990333556025
20050,105.45813701490442
20051,98.8534984042477
20051,108.96337231001041
20052,127.17279630952005
20052,153.69712906368557
20053,111.1610280957024
20053,127.00622076028961
20054,86.53617148894779
20054,96.22233183185048
20055,99.93846397864195
20055,107.57710507642147
20056,92.61143288151925
20056,113.47344172938475
20057,109.10818018331054
20057,119.58709287361542
20058,95.22794905412084
20058,100.08586083514555
20059,90.69679974102286
20059,103.52237565826483
20061,86.50229177028808
20061,97.8702760055102
20062,81.62315638069015
20062,90.02526899346188
20063,94.23351700728978
20063,106.4443356158402
20065,86.39329031803739
20065,92.79530248109442
20066,79.4429006045839
20066,89.47236092757635
20067,86.64769671199855
20067,96.92110758330034
20068,86.96582741722129
20068,95.24316827209671
20069,86.13737488225921
20069,96.97735449684272
20070,91.47998100707468
20070,102.08495524363724
20071,77.97536170804779
20071,88.24293406739203
20072,92.42851163720312
20072,106.30946567721244
20073,70.09335128101988
20073,73.30430374804722
20074,75.973303311018
20074,85.18674204329284
20075,81.51876414000827
20075,91.81485277044209
20076,69.1937021730901
20076,76.49667546962793
20077,65.49592533462621
20077,88.61350311270779
20079,63.98142081693105
20079,73.547854946342
20080,58.51562811636276
20080,69.4013928832491
20081,66.34502774266387
20081,70.92818763499504
20082,63.98358101536513
20082,73.06841567791543
20084,85.56282343986527
20084,90.17991073308804
20086,45.04454932650402
20086,51.0824937391005
20087,48.061171463920616
20087,57.10092913179788
20090,40.152170820816295
20090,54.16566664538317
20091,59.95752824119054
20091,64.96661288155825
20092,40.24954216660422
20092,47.759851423006985
20093,65.27262738241173
20093,71.69893507585489
20094,59.19713857313232
20094,69.62811538273915
20095,66.63416542598509
20095,70.05823730996838
20096,49.07478307317127
20096,57.015610263866655
20097,53.28703794395413
20097,69.41919129030545
20099,66.45991166027667
20099,72.26839141579399
20100,59.86032990421437
20100,62.46003702363069
20101,58.41416588430046
20101,65.1302487204014
20102,59.502519659989495
20102,84.10835146014503
20103,63.20952045920765
20103,69.03461648562435
20106,53.21322156963761
20106,58.40379097275621
20107,64.23766031326394
20107,68.9396820559979
20108,60.40211117112857
20108,62.81885577495068
20109,59.48145004600422
20109,67.22929751297545
20111,56.70934618460745
20111,60.6611542775712
20114,50.03519257048961
20114,55.42411110310805
20116,59.86392446337979
20116,67.4115653550295
20117,47.74137217760856
20117,52.80104120246486
20118,54.73828246702226
20118,57.67343315476121
20119,53.306474902900476
20119,54.09426565071571
20120,57.64786257842116
20120,60.52405022230345
20121,60.634103359787815
20121,65.66700612617547
20122,45.46454419925814
20122,49.302137187642025
20123,48.21485728747889
20123,53.200930664516804
20124,55.46097477455766
20124,59.9415455092772
20125,41.46608850756854
20125,46.18515041593206
20129,53.696046439601176
20129,59.45102153212957
20132,50.13610655915559
20132,56.14640560274975
20133,39.228041358729755
20133,43.986066403369264
20134,41.15707803009879
20134,46.09509503388699
20137,43.87820729784736
20137,47.567312890013525
20138,43.41157799863773
20138,47.14951319202217
20139,37.052716716350716
20139,39.78765996170833
20140,33.70962242763932
20140,37.56868034053319
20142,38.79358942416991
20142,43.89887725088244
20144,43.68846956445475
20144,48.99720427292293
20145,32.76644705383775
20145,34.84218228110356
20146,49.582412872068446
20146,49.09237163456122
20148,29.476892884839003
20148,32.57005656600472
20151,45.84928334985162
20151,52.9545689907297
20152,23.97364750188037
20152,32.40551025997357
20153,26.17860799843863
20153,27.454015627832646
20155,28.360132229266924
20155,30.254592377253203
20157,25.759109304265476
20157,27.91788833095999
20158,39.63560638061345
20158,41.60509379610452
20160,48.324752973096885
20160,53.76771386871321
20161,43.34594636428469
20161,45.621452994058735
20162,15.011721647382583
20162,16.506358629432896
20166,31.500089330823855
20166,35.75378357336952
20167,23.99946738346042
20167,25.627355006825425
20168,32.019862822348344
20168,35.24270067177629
20175,39.875920906526446
20175,43.28762102021973
20176,24.859806544344707
20176,28.552432220902507
20177,26.471816580528223
20177,30.243109904044825
20179,22.256911205747457
20179,24.02176911744066
20180,28.231847994539734
20180,31.12208527488024
20181,26.446699670548156
20181,29.976506540167364
20182,25.474565075357695
20182,28.471521856530998
20183,21.43497062660977
20183,25.765894838008574
20184,25.076839970588892
20184,27.940166599235017
20187,28.837156834577023
20187,32.27318914295255
20188,22.684601791881203
20188,25.205484023262333
20189,20.20164523797566
20189,22.491312550367148
20192,19.98737785686479
20192,28.566931192279682
20193,24.379294458813913
20193,27.669817276517982
20196,23.338176633986826
20196,24.448152971133283
20197,24.712447586973052
20197,28.02712889946637
20198,27.174574411900185
20198,30.48547848342215
20200,26.666063782797817
20200,29.838262686673612
20201,22.57988034716902
20201,28.191316136407984
20205,22.56691487278968
20205,25.429302576196044
20206,23.427742220425472
20206,26.65496103760348
20207,26.593165060355712
20207,29.48751639533413
20208,23.436006648276404
20208,26.717274941183902
20209,18.916741440998514
20209,22.18399655477797
20211,29.76352621003847
20211,31.440178953090044
20212,15.780476696514208
20212,18.150539856164237
20215,19.782070880981955
20215,22.411547804243092
20216,19.469809964633857
20216,20.842219452489907
20219,20.399813761945158
20219,22.95720283804352
20220,19.938623345380407
20220,24.226152259882515
20222,19.041910321749725
20222,21.44139453623791
20224,24.870639162004135
20224,26.059778361556948
20225,12.819150930259296
20225,15.742622697766507
20226,17.347951836910525
20226,19.601387828642828
20227,18.840290388038202
20227,19.074667956414086
20228,17.11633716723598
20228,18.653113479934685
20230,11.573417762934724
20230,13.470688689400527
20231,19.677694768328383
20231,21.99724730794285
20232,19.950776564928788
20232,21.356007035529622
20233,12.998994406136665
20233,16.19139579036088
20234,4.4773012077669385
20234,10.22754688293959
20235,13.655507692914734
20235,15.506802440005693
20238,15.038417269013816
20238,17.869412124030077
20239,10.102450832076714
20239,10.7857667381598
20240,17.98177416855851
20240,21.436701838006563
20241,18.52603313181774
20241,20.647258980216545
20242,15.616878715232868
20242,17.93454164848947
20244,10.774477994743838
20244,12.513617007013512
20246,15.632057179814709
20246,18.234589230848467
20249,11.164408206034809
20249,15.603325785028721
20251,14.70709269262679
20251,16.425644357105412
20252,15.6906841458053
20252,17.036503189449746
20253,12.924952519002682
20253,14.72464523381337
20254,15.92405935989575
20254,16.657597784806484
20255,23.042832059492355
20255,25.130114930592313
20256,13.782297991231827
20256,15.342016649851534
20259,11.859603924998575
20259,14.652680017840044
20263,16.613279330769945
20263,18.165526601342226
20264,17.45885146484083
20264,19.145089993567748
20265,3.7246901113606956
20265,7.733782421642613
20267,15.628198441885932
20267,16.80847845746962
20268,13.997398722107436
20268,16.72970145166636
20269,14.6284545766561
20269,15.661114788721388
20270,14.663429922709076
20270,15.610418376506162
20271,10.589486407198844
20271,13.74231112868342
20272,16.813536824182393
20272,17.97964575728296
20273,13.207079933136445
20273,16.15548351088484
20275,13.25445973098315
20275,16.286133033124905
20276,15.247485936068475
20276,16.56442090566803
20277,14.793885117506338
20277,16.330109700317344
20278,9.88598363836924
20278,13.994773351038768
20280,11.64267689130752
20280,13.53538263832359
20281,9.935731791136691
20281,12.573200555716499
20282,12.016654958020055
20282,12.893543606774855
20283,13.189377685953382
20283,14.925154726090529
20284,13.878929542839558
20284,16.09744427535558
20285,11.476113656893684
20285,13.14880299910725
20288,11.877055491815668
20288,13.947762450045598
20289,15.29762073023039
20289,15.82611359690575
20290,12.667315432438055
20290,12.815954897040127
20291,14.424872575247932
20291,16.342584096750443
20292,12.629419657852855
20292,13.904471643718486
20295,14.363999275524849
20295,16.4715895002473
20296,14.617223867373358
20296,16.73702586674982
20299,15.127156796496902
20299,16.51231453137792
20300,13.504471057497707
20300,14.329022976227932
20301,11.058073449515136
20301,12.846294150265408
20302,3.286453992847731
20302,7.2214932571941235
20303,13.407182261339985
20303,14.393670162755908
20304,10.014165547174688
20304,13.057031093774356
20305,3.269101432872049
20305,7.174518536224165
20307,13.226344541444428
20307,15.04372164421149
20309,11.219893912658438
20309,13.513175353842154
20310,13.512088828205373
20310,14.99982574589707
20311,15.708213277979576
20311,16.078407806315436
20313,12.612786962163543
20313,14.084482769009583
20314,12.786114415571074
20314,13.883965037566192
20315,11.355212037074688
20315,12.595277915107749
20316,8.478636796216541
20316,9.492657054572499
20317,13.795232903175872
20317,15.334827126065983
20320,13.081788291148964
20320,13.931644201351535
20321,9.872387820911657
20321,10.82690186829927
20322,15.77294331724428
20322,17.50892881376901
20324,9.983665794689344
20324,12.73267560320277
20325,9.584056719401978
20325,12.946135692889682
20326,13.119280772137225
20326,14.067668179020753
20327,9.144148964403588
20327,11.077744908610335
20328,15.64661114476947
20328,15.867306037075814
20329,9.97064113858708
20329,11.635610868291462
20330,11.425194991015356
20330,13.020433784259708
20332,10.54056830710008
20332,10.506945539717957
20335,12.748923714571953
20335,14.603502676367
20336,10.395834581738168
20336,11.674942222497103
20338,10.285486484240565
20338,12.018491065376379
20341,8.947512762362097
20341,10.699439005245841
20342,12.359700701161865
20342,13.95511998118021
20346,11.820563491026668
20346,13.080545250316199
20349,10.073543926007574
20349,11.075777155919674
20350,2.7516749916678176
20350,6.623027152977885
20352,9.541544057947148
20352,10.271196120924346
20353,12.58017867960957
20353,14.153965241789187
20354,11.218775087642772
20354,12.08722358828418
20356,7.809338917048173
20356,8.632137529329174
20357,8.205333317454592
20357,9.966263110904894
20358,9.0541653292826
20358,10.549384170401307
20359,9.55937863089911
20359,10.645042290889183
20361,7.9185427277331355
20361,9.148701357314993
20362,16.476597647154435
20362,16.97496166282871
20365,9.821060333105967
20365,11.439955431136848
20366,11.635975517623933
20366,13.149306180433973
20367,10.83571185487987
20367,12.035600628731268
20372,10.136745962919635
20372,11.474877865384467
20375,11.80988999505593
20375,13.030677283547337
20379,10.7739540848391
20379,12.239775732941998
20380,7.676857707269032
20380,8.565554178647675
20381,8.067032230834828
20381,8.873153950892554
20382,10.368538717197435
20382,12.0052557952266
20383,8.100950249004175
20383,8.786816456305132
20384,11.467467662871297
20384,12.04376911207131
20385,9.25823142917434
20385,10.95504550709335
20386,10.569464992178755
20386,11.262181831001676
20388,9.825882342891983
20388,10.301285486568144
20396,9.505272504298064
20396,9.754078510403275
20398,2.246252010719864
20398,5.818944417083927
20400,8.205415465106697
20400,9.290313526347607
20401,9.096372776815512
20401,10.236226957665268
20404,9.100648820564874
20404,10.288865916884982
20406,10.112384752038249
20406,11.644354970661466
20407,8.2518218111508
20407,9.22058845121295
20409,8.17662198965441
20409,9.210124951047147
20410,8.279806493256102
20410,9.123403980512304
20411,7.366877375767691
20411,8.313290982941979
20416,1.9187635675003722
20416,4.70414431676069
20418,1.6740342774400476
20418,4.273947690365643
20419,7.833316098792035
20419,8.604489686668852
20421,6.136293107559132
20421,7.254137723274002
20422,1.3747852796069653
20422,4.238787982201531
20424,7.179820425883857
20424,8.139783299354738
20426,4.000202275377099
20426,5.2370872973422395
20428,2.187818860789865
20428,4.557050737941456
20429,1.4457328866555934
20429,4.398482239263524
20432,7.176507868243255
20432,8.072268015189515
20433,7.136601536500935
20433,7.743513346200891
20434,6.453185100287106
20434,7.650703194637639
20438,6.816644968264472
20438,7.543063644115714
20443,7.890166728916006
20443,8.87386739448553
20449,1.0458164377285228
20449,4.001778914273855
20450,8.085822076334107
20450,8.830645821093285
20456,8.204570508892438
20456,9.834577443564656
20463,5.336981757384174
20463,5.51245972343039
20464,6.83071452311547
20464,7.453891616890957
20465,7.088321724486928
20465,7.734717403290671
20466,6.83476017362926
20466,7.987608640999142
20469,6.8737752707744795
20469,7.790239943778865
20470,7.492798577524546
20470,7.587444695791966
20473,3.7869890588948776
20473,4.730613116042685
20474,5.53352696625128
20474,6.106264095984691
20480,6.858865723275153
20480,7.719617887612786
20482,6.717397895064643
20482,7.042587249506628
20483,6.52709036822133
20483,7.155484088276999
20484,5.4361360520656845
20484,6.828330062662344
20490,1.299828475787363
20490,3.491205461343006
20497,5.67414340097192
20497,6.1286492828438375
20500,5.954296712692753
20500,6.351927603490264
20502,5.2790852235810615
20502,6.6143556494954625
20505,6.010468046826953
20505,7.0022043051906815
20509,1.1690443029717101
20509,2.976193025100593
20517,4.098669512139752
20517,4.677456815092956
20520,4.748582546462993
20520,6.012975442591481
20524,6.201689709778606
20524,6.77600002931594
20530,5.31908089265152
20530,6.8686207326348505
20532,5.491940804536966
20532,5.976802034940447
20536,5.269383876246057
20536,5.754158280177325
20538,3.8433327269748974
20538,4.452431955835004
20539,5.227484098470574
20539,5.726320616170403
20549,3.240689609009678
20549,3.7470927751254037
20551,4.998963207563892
20551,5.751603581083178
20555,3.416534781372765
20555,4.597139162535932
20560,5.352930980759436
20560,5.729871320285744
20561,0.6619596084529982
20561,2.3817331940626936
20563,3.1176971805944014
20563,3.534685690144506
20565,3.726452125540517
20565,4.436768423586335
20568,3.227514179806853
20568,3.642313155401304
20570,3.9779870564483293
20570,4.409993203234746
20572,4.157965563450825
20572,4.641344570375949
20579,5.429588556526342
20579,5.785196593706065
20583,4.490285285782429
20583,5.228059758992135
20585,2.722562045830644
20585,3.1458562982167315
20586,1.0463583596504997
20586,2.9918358027287493
20596,4.543096093779248
20596,4.65254114701241
20597,0.8077049978623707
20597,2.294664308974464
